run_name,arm,repeat,arm_family,model,agent_framework,setting,messaging_mode,message_schema,repo,task_id,pair,feature_a,feature_b,in_validated_set,apply_a,apply_b,merge_status,merge_strategy,merge_clean,both_passed,outcome,a_merged_passed,a_merged_tests_passed,a_merged_tests_failed,b_merged_passed,b_merged_tests_passed,b_merged_tests_failed,a_indep_passed,a_indep_tests_passed,a_indep_tests_failed,a_indep_reason,b_indep_passed,b_indep_tests_passed,b_indep_tests_failed,b_indep_reason,duration_s,total_cost,total_steps,a_status,a_steps,a_cost,a_input_tokens,a_output_tokens,a_cache_read_tokens,a_cache_write_tokens,a_patch_lines,b_status,b_steps,b_cost,b_input_tokens,b_output_tokens,b_cache_read_tokens,b_cache_write_tokens,b_patch_lines,messages_sent,a_msgs_sent,a_msg_chars,b_msgs_sent,b_msg_chars,msgs_ACCEPT,msgs_AGREE,msgs_ANSWER,msgs_CLAIM,msgs_DEFER,msgs_DONE,msgs_DRAFT,msgs_INTENT,msgs_PROPOSE,msgs_QUESTION,msgs_REVISE,msgs_SPEC,msgs_STATUS,msgs_SURVEY,error,evaluated_at,pair_dir,n_files,files
nano_struct_7,nano_struct,7,coop_nogit,claude-sonnet-5,claude_code,coop,structured,"{'name': 'semi_structured_v1', 'fields': [{'name': 'type', 'required': True, 'enum': ['CLAIM', 'INTENT', 'QUESTION', 'ANSWER', 'STATUS'], 'description': 'the kind of message'}, {'name': 'files', 'required': True, 'enum': None, 'description': 'comma-separated files/regions you will touch (declare early to avoid clobbering peers)'}, {'name': 'summary', 'required': True, 'enum': None, 'description': 'one-sentence intent'}, {'name': 'blocked_on', 'required': False, 'enum': None, 'description': 'anything you need from a peer before you can proceed'}]}",dottxt_ai_outlines_task,1371,f1_f2,1,2,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,14,0,,True,20,0,,185.118535,0.7052913000000001,31,Submitted,15,0.40560840000000004,30,8859,590558,15911,205,Submitted,16,0.29968290000000003,28,4955,532173,10937,56,5,3,1068,2,811,,,1,2,,,,1,,,,,1,,,2026-07-06T03:56:29.289141,nano_struct_7/coop/dottxt_ai_outlines_task/1371/f1_f2,13,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2.patch;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent2_traj.json;conversation.json;eval.json;result.json
nano_struct_7,nano_struct,7,coop_nogit,claude-sonnet-5,claude_code,coop,structured,"{'name': 'semi_structured_v1', 'fields': [{'name': 'type', 'required': True, 'enum': ['CLAIM', 'INTENT', 'QUESTION', 'ANSWER', 'STATUS'], 'description': 'the kind of message'}, {'name': 'files', 'required': True, 'enum': None, 'description': 'comma-separated files/regions you will touch (declare early to avoid clobbering peers)'}, {'name': 'summary', 'required': True, 'enum': None, 'description': 'one-sentence intent'}, {'name': 'blocked_on', 'required': False, 'enum': None, 'description': 'anything you need from a peer before you can proceed'}]}",dottxt_ai_outlines_task,1655,f8_f10,8,10,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,False,86,2,,True,80,0,,121.173373,0.3700005,23,Submitted,8,0.11527379999999998,12,1734,205226,4610,15,Submitted,15,0.25472670000000003,28,3588,506849,8128,11,5,2,280,3,508,,,,2,,,,1,,,,,2,,,2026-07-06T03:54:41.796904,nano_struct_7/coop/dottxt_ai_outlines_task/1655/f8_f10,13,agent10.patch;agent10_traj.json;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent8.patch;agent8_traj.json;conversation.json;eval.json;result.json
nano_struct_7,nano_struct,7,coop_nogit,claude-sonnet-5,claude_code,coop,structured,"{'name': 'semi_structured_v1', 'fields': [{'name': 'type', 'required': True, 'enum': ['CLAIM', 'INTENT', 'QUESTION', 'ANSWER', 'STATUS'], 'description': 'the kind of message'}, {'name': 'files', 'required': True, 'enum': None, 'description': 'comma-separated files/regions you will touch (declare early to avoid clobbering peers)'}, {'name': 'summary', 'required': True, 'enum': None, 'description': 'one-sentence intent'}, {'name': 'blocked_on', 'required': False, 'enum': None, 'description': 'anything you need from a peer before you can proceed'}]}",dspy_task,8394,f3_f5,3,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,10,0,,False,10,1,,584.395072,1.2641565,54,Submitted,24,0.5514972,46,8618,998904,20403,138,Submitted,30,0.7126593,58,10932,1333931,24721,192,6,3,920,3,1129,,,,2,,,,2,,,,,2,,,2026-07-06T04:01:35.223752,nano_struct_7/coop/dspy_task/8394/f3_f5,13,agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;result.json
nano_struct_7,nano_struct,7,coop_nogit,claude-sonnet-5,claude_code,coop,structured,"{'name': 'semi_structured_v1', 'fields': [{'name': 'type', 'required': True, 'enum': ['CLAIM', 'INTENT', 'QUESTION', 'ANSWER', 'STATUS'], 'description': 'the kind of message'}, {'name': 'files', 'required': True, 'enum': None, 'description': 'comma-separated files/regions you will touch (declare early to avoid clobbering peers)'}, {'name': 'summary', 'required': True, 'enum': None, 'description': 'one-sentence intent'}, {'name': 'blocked_on', 'required': False, 'enum': None, 'description': 'anything you need from a peer before you can proceed'}]}",dspy_task,8587,f4_f5,4,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,False,0,0,,False,0,0,,489.641998,1.2789918,44,Submitted,22,0.5320341000000001,44,7888,959987,20931,83,Submitted,22,0.7469577,40,16903,1020029,31214,146,5,2,578,3,710,,,,2,,,,,,,,,3,,,2026-07-06T07:32:18.699705,nano_struct_7/coop/dspy_task/8587/f4_f5,13,agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent4.patch;agent4_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;result.json
nano_struct_7,nano_struct,7,coop_nogit,claude-sonnet-5,claude_code,coop,structured,"{'name': 'semi_structured_v1', 'fields': [{'name': 'type', 'required': True, 'enum': ['CLAIM', 'INTENT', 'QUESTION', 'ANSWER', 'STATUS'], 'description': 'the kind of message'}, {'name': 'files', 'required': True, 'enum': None, 'description': 'comma-separated files/regions you will touch (declare early to avoid clobbering peers)'}, {'name': 'summary', 'required': True, 'enum': None, 'description': 'one-sentence intent'}, {'name': 'blocked_on', 'required': False, 'enum': None, 'description': 'anything you need from a peer before you can proceed'}]}",dspy_task,8635,f1_f3,1,3,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,7,0,,True,13,0,,272.069727,0.932652,44,Submitted,29,0.7092552,58,7264,1386864,30677,140,Submitted,15,0.2233968,22,3872,392576,7913,61,4,2,585,2,407,,,,2,,,,,,,,,2,,,2026-07-06T04:01:01.677573,nano_struct_7/coop/dspy_task/8635/f1_f3,13,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;result.json
nano_struct_7,nano_struct,7,coop_nogit,claude-sonnet-5,claude_code,coop,structured,"{'name': 'semi_structured_v1', 'fields': [{'name': 'type', 'required': True, 'enum': ['CLAIM', 'INTENT', 'QUESTION', 'ANSWER', 'STATUS'], 'description': 'the kind of message'}, {'name': 'files', 'required': True, 'enum': None, 'description': 'comma-separated files/regions you will touch (declare early to avoid clobbering peers)'}, {'name': 'summary', 'required': True, 'enum': None, 'description': 'one-sentence intent'}, {'name': 'blocked_on', 'required': False, 'enum': None, 'description': 'anything you need from a peer before you can proceed'}]}",huggingface_datasets_task,3997,f1_f5,1,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,26,0,,True,27,0,,379.014069,1.0980963,51,Submitted,31,0.6775299,62,11120,1278573,21162,77,Submitted,20,0.42056639999999995,36,8230,700268,14488,59,6,3,1189,3,1006,,,1,2,,,,,,1,,,2,,,2026-07-06T04:02:35.651601,nano_struct_7/coop/huggingface_datasets_task/3997/f1_f5,13,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent5.patch;agent5_traj.json;conversation.json;eval.json;result.json
nano_struct_7,nano_struct,7,coop_nogit,claude-sonnet-5,claude_code,coop,structured,"{'name': 'semi_structured_v1', 'fields': [{'name': 'type', 'required': True, 'enum': ['CLAIM', 'INTENT', 'QUESTION', 'ANSWER', 'STATUS'], 'description': 'the kind of message'}, {'name': 'files', 'required': True, 'enum': None, 'description': 'comma-separated files/regions you will touch (declare early to avoid clobbering peers)'}, {'name': 'summary', 'required': True, 'enum': None, 'description': 'one-sentence intent'}, {'name': 'blocked_on', 'required': False, 'enum': None, 'description': 'anything you need from a peer before you can proceed'}]}",llama_index_task,17070,f1_f3,1,3,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,43,0,,True,44,0,,203.379488,0.7074453,28,Submitted,13,0.2813679,26,3118,510593,13557,20,Submitted,15,0.4260774,26,8521,579608,20717,69,5,3,716,2,519,,,,2,,,,1,,,,,2,,,2026-07-06T04:03:50.286887,nano_struct_7/coop/llama_index_task/17070/f1_f3,13,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;result.json
nano_struct_7,nano_struct,7,coop_nogit,claude-sonnet-5,claude_code,coop,structured,"{'name': 'semi_structured_v1', 'fields': [{'name': 'type', 'required': True, 'enum': ['CLAIM', 'INTENT', 'QUESTION', 'ANSWER', 'STATUS'], 'description': 'the kind of message'}, {'name': 'files', 'required': True, 'enum': None, 'description': 'comma-separated files/regions you will touch (declare early to avoid clobbering peers)'}, {'name': 'summary', 'required': True, 'enum': None, 'description': 'one-sentence intent'}, {'name': 'blocked_on', 'required': False, 'enum': None, 'description': 'anything you need from a peer before you can proceed'}]}",llama_index_task,17244,f3_f5,3,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,13,0,,True,13,0,,190.451956,0.6721602,33,Submitted,20,0.428763,40,6698,776410,15875,53,Submitted,13,0.24339719999999995,24,3839,441834,8865,36,4,2,512,2,536,,,,2,,,,,,,,,2,,,2026-07-06T04:06:05.203682,nano_struct_7/coop/llama_index_task/17244/f3_f5,13,agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;result.json
nano_struct_7,nano_struct,7,coop_nogit,claude-sonnet-5,claude_code,coop,structured,"{'name': 'semi_structured_v1', 'fields': [{'name': 'type', 'required': True, 'enum': ['CLAIM', 'INTENT', 'QUESTION', 'ANSWER', 'STATUS'], 'description': 'the kind of message'}, {'name': 'files', 'required': True, 'enum': None, 'description': 'comma-separated files/regions you will touch (declare early to avoid clobbering peers)'}, {'name': 'summary', 'required': True, 'enum': None, 'description': 'one-sentence intent'}, {'name': 'blocked_on', 'required': False, 'enum': None, 'description': 'anything you need from a peer before you can proceed'}]}",llama_index_task,18813,f1_f3,1,3,False,applied,applied,clean,naive,True,True,pass,True,21,0,True,23,0,True,21,0,,True,23,0,,248.617026,0.7026378,40,Submitted,23,0.4288644,44,6439,836038,13556,64,Submitted,17,0.27377339999999994,28,3934,516138,9973,57,6,3,657,3,936,,,2,2,,,,,,,,,2,,,2026-07-06T04:08:05.390300,nano_struct_7/coop/llama_index_task/18813/f1_f3,13,agent1.patch;agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;result.json
nano_struct_7,nano_struct,7,coop_nogit,claude-sonnet-5,claude_code,coop,structured,"{'name': 'semi_structured_v1', 'fields': [{'name': 'type', 'required': True, 'enum': ['CLAIM', 'INTENT', 'QUESTION', 'ANSWER', 'STATUS'], 'description': 'the kind of message'}, {'name': 'files', 'required': True, 'enum': None, 'description': 'comma-separated files/regions you will touch (declare early to avoid clobbering peers)'}, {'name': 'summary', 'required': True, 'enum': None, 'description': 'one-sentence intent'}, {'name': 'blocked_on', 'required': False, 'enum': None, 'description': 'anything you need from a peer before you can proceed'}]}",openai_tiktoken_task,0,f2_f6,2,6,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,1,0,,True,1,0,,192.59445,0.4976766,19,Submitted,10,0.3005799,18,6132,373353,16090,56,Submitted,9,0.19709669999999999,14,3115,269899,11560,49,4,2,346,2,507,,,,2,,,,,,,,,2,,,2026-07-06T04:10:19.970339,nano_struct_7/coop/openai_tiktoken_task/0/f2_f6,13,agent1_sent.jsonl;agent1_session.jsonl;agent1_stream.jsonl;agent2.patch;agent2_sent.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent2_traj.json;agent6.patch;agent6_traj.json;conversation.json;eval.json;result.json
