run_name,arm,repeat,arm_family,model,agent_framework,setting,messaging_mode,message_schema,repo,task_id,pair,feature_a,feature_b,in_validated_set,apply_a,apply_b,merge_status,merge_strategy,merge_clean,both_passed,outcome,a_merged_passed,a_merged_tests_passed,a_merged_tests_failed,b_merged_passed,b_merged_tests_passed,b_merged_tests_failed,a_indep_passed,a_indep_tests_passed,a_indep_tests_failed,a_indep_reason,b_indep_passed,b_indep_tests_passed,b_indep_tests_failed,b_indep_reason,duration_s,total_cost,total_steps,a_status,a_steps,a_cost,a_input_tokens,a_output_tokens,a_cache_read_tokens,a_cache_write_tokens,a_patch_lines,b_status,b_steps,b_cost,b_input_tokens,b_output_tokens,b_cache_read_tokens,b_cache_write_tokens,b_patch_lines,messages_sent,a_msgs_sent,a_msg_chars,b_msgs_sent,b_msg_chars,msgs_ACCEPT,msgs_AGREE,msgs_ANSWER,msgs_CLAIM,msgs_DEFER,msgs_DONE,msgs_DRAFT,msgs_INTENT,msgs_PROPOSE,msgs_QUESTION,msgs_REVISE,msgs_SPEC,msgs_STATUS,msgs_SURVEY,error,evaluated_at,pair_dir,n_files,files
nano_nomsg_git_2,nano_nomsg_git,2,coop_git,claude-sonnet-5,claude_code,coop,off,,dottxt_ai_outlines_task,1371,f1_f2,1,2,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,False,0,0,,True,20,0,,124.287973,0.4552092,18,Submitted,7,0.2007861,14,5129,257997,7735,195,Submitted,11,0.2544231,22,4223,413567,11157,58,0,,,,,,,,,,,,,,,,,,,,2026-07-07T12:00:28.123316,nano_nomsg_git_2/coop/dottxt_ai_outlines_task/1371/f1_f2,11,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2.patch;agent2_session.jsonl;agent2_stream.jsonl;agent2_traj.json;conversation.json;eval.json;result.json
nano_nomsg_git_2,nano_nomsg_git,2,coop_git,claude-sonnet-5,claude_code,coop,off,,dottxt_ai_outlines_task,1655,f8_f10,8,10,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,False,0,0,,True,80,0,,107.830851,0.2402022,14,Submitted,6,0.1076319,12,1663,199743,3788,15,Submitted,8,0.1325703,16,1813,270951,4007,11,0,,,,,,,,,,,,,,,,,,,,2026-07-07T11:59:05.085882,nano_nomsg_git_2/coop/dottxt_ai_outlines_task/1655/f8_f10,11,agent10.patch;agent10_traj.json;agent1_session.jsonl;agent1_stream.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent8.patch;agent8_traj.json;conversation.json;eval.json;result.json
nano_nomsg_git_2,nano_nomsg_git,2,coop_git,claude-sonnet-5,claude_code,coop,off,,dspy_task,8394,f3_f5,3,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,10,0,,True,15,0,,848.822903,1.3912479,46,Submitted,20,0.49648080000000006,1889,8678,823026,18956,140,Submitted,26,0.8947670999999999,50,13597,1151047,57558,196,0,,,,,,,,,,,,,,,,,,,,2026-07-07T12:09:10.207028,nano_nomsg_git_2/coop/dspy_task/8394/f3_f5,11,agent1_session.jsonl;agent1_stream.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;result.json
nano_nomsg_git_2,nano_nomsg_git,2,coop_git,claude-sonnet-5,claude_code,coop,off,,dspy_task,8587,f4_f5,4,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,21,0,,True,22,0,,653.895278,1.2556013999999998,40,Submitted,13,0.360309,26,5760,539610,18658,97,Submitted,27,0.8952923999999999,54,18048,1403168,33910,163,0,,,,,,,,,,,,,,,,,,,,2026-07-07T12:01:40.204191,nano_nomsg_git_2/coop/dspy_task/8587/f4_f5,11,agent1_session.jsonl;agent1_stream.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent4.patch;agent4_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;result.json
nano_nomsg_git_2,nano_nomsg_git,2,coop_git,claude-sonnet-5,claude_code,coop,off,,dspy_task,8635,f1_f3,1,3,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,7,0,,False,4,1,,235.295938,0.6305099999999999,28,Submitted,17,0.4359069,34,5204,737783,22735,134,Submitted,11,0.19460309999999997,22,2915,372427,6514,61,0,,,,,,,,,,,,,,,,,,,,2026-07-07T12:06:11.719224,nano_nomsg_git_2/coop/dspy_task/8635/f1_f3,11,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;result.json
nano_nomsg_git_2,nano_nomsg_git,2,coop_git,claude-sonnet-5,claude_code,coop,off,,huggingface_datasets_task,3997,f1_f5,1,5,True,applied,applied,clean,naive,True,False,functional_fail,False,25,1,True,27,0,False,25,1,,True,27,0,,164.611194,0.5044179,24,Submitted,12,0.2494176,24,4583,421702,9015,66,Submitted,12,0.2550003,24,5234,418321,8487,34,0,,,,,,,,,,,,,,,,,,,,2026-07-08T01:39:35.943463,nano_nomsg_git_2/coop/huggingface_datasets_task/3997/f1_f5,11,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_session.jsonl;agent2_stream.jsonl;agent5.patch;agent5_traj.json;conversation.json;eval.json;result.json
nano_nomsg_git_2,nano_nomsg_git,2,coop_git,claude-sonnet-5,claude_code,coop,off,,llama_index_task,17070,f1_f3,1,3,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,43,0,,True,44,0,,289.32897,0.5014160999999999,19,Submitted,10,0.23939939999999998,20,2422,391098,14280,19,Submitted,9,0.2620167,18,5319,379539,11386,66,0,,,,,,,,,,,,,,,,,,,,2026-07-08T01:39:33.901590,nano_nomsg_git_2/coop/llama_index_task/17070/f1_f3,11,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;result.json
nano_nomsg_git_2,nano_nomsg_git,2,coop_git,claude-sonnet-5,claude_code,coop,off,,llama_index_task,17244,f3_f5,3,5,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,13,0,,True,13,0,,341.312713,0.4388991,23,Submitted,15,0.30447209999999997,30,4794,548567,11317,46,Submitted,8,0.134427,16,1816,263250,4694,28,0,,,,,,,,,,,,,,,,,,,,2026-07-07T12:11:29.732399,nano_nomsg_git_2/coop/llama_index_task/17244/f3_f5,11,agent1_session.jsonl;agent1_stream.jsonl;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;agent5.patch;agent5_traj.json;conversation.json;eval.json;result.json
nano_nomsg_git_2,nano_nomsg_git,2,coop_git,claude-sonnet-5,claude_code,coop,off,,llama_index_task,18813,f1_f3,1,3,False,applied,applied,clean,naive,True,True,pass,True,21,0,True,23,0,True,21,0,,True,23,0,,258.248773,0.40384139999999996,22,Submitted,11,0.1965603,22,2470,380541,7547,64,Submitted,11,0.20728109999999997,22,2737,384667,8460,68,0,,,,,,,,,,,,,,,,,,,,2026-07-07T12:13:19.746929,nano_nomsg_git_2/coop/llama_index_task/18813/f1_f3,11,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_session.jsonl;agent2_stream.jsonl;agent3.patch;agent3_traj.json;conversation.json;eval.json;result.json
nano_nomsg_git_2,nano_nomsg_git,2,coop_git,claude-sonnet-5,claude_code,coop,off,,openai_tiktoken_task,0,f2_f6,2,6,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,1,0,,True,1,0,,295.925135,0.494151,15,Submitted,9,0.3343773,18,9806,389951,11708,106,Submitted,6,0.15977370000000002,12,2166,220059,10205,45,0,,,,,,,,,,,,,,,,,,,,2026-07-07T12:16:43.153730,nano_nomsg_git_2/coop/openai_tiktoken_task/0/f2_f6,11,agent1_session.jsonl;agent1_stream.jsonl;agent2.patch;agent2_session.jsonl;agent2_stream.jsonl;agent2_traj.json;agent6.patch;agent6_traj.json;conversation.json;eval.json;result.json
nano_nomsg_git_2,nano_nomsg_git,2,coop_git,claude-sonnet-5,claude_code,coop,off,,pallets_click_task,2068,f1_f6,1,6,True,applied,applied,conflicts,naive,False,False,textual_conflict,False,0,0,False,0,0,True,68,0,,True,72,0,,222.969419,0.7733907000000002,38,Submitted,24,0.4610574000000001,48,6197,938408,14406,116,Submitted,14,0.31233330000000004,26,6445,486461,11607,134,0,,,,,,,,,,,,,,,,,,,,2026-07-07T12:16:20.060729,nano_nomsg_git_2/coop/pallets_click_task/2068/f1_f6,11,agent1.patch;agent1_session.jsonl;agent1_stream.jsonl;agent1_traj.json;agent2_session.jsonl;agent2_stream.jsonl;agent6.patch;agent6_traj.json;conversation.json;eval.json;result.json
